source_pdf,ประเภทเอกสาร,is_bch,หน่วยเลือกตั้งที่,หน่วยเลือกตั้งที่(ตัวเลขดิบ),หน่วยเลือกตั้งที่(ตัวอักษร),หน่วยเลือกตั้งที่_from_path,หน่วยเลือกตั้งที่_decision,หมู่ที่,หมู่ที่(ตัวเลขดิบ),หมู่ที่(ตัวอักษร),หมู่ที่_from_path,หมู่ที่_decision,ตำบล/แขวง/เทศบาล,อำเภอ/เขต,จำนวนผู้มีสิทธิ,จำนวนผู้มาใช้สิทธิ์,บัตรดี,บัตรเสีย,บัตรไม่เลือกผู้ใด,match_score_ตำบล,match_score_อำเภอ
อำเภอฝาง/ตำบลแม่งอน/หน่วยเลือกตั้งที่ 3/ส.ส. 5-18 (บช) แม่งอน หน่วยเลือกตั้ง ที่ 3.pdf,บัญชีรายชื่อ,True,3,3,,3,numeric_only,3.0,3,,,numeric_only,ตำบลแม่งอน,อำเภอฝาง,355.0,340.0,232.0,17.0,5.0,100,100.0
อำเภอฝาง/ตำบลแม่งอน/หน่วยเลือกตั้งที่ 3/ส.ส.5-18 (แม่งอน หน่วยที่ 3).pdf,แบ่งเขต,False,3,3,,3,numeric_only,3.0,3,,,numeric_only,ตำบลแม่งอน,อำเภอฝาง,355.0,340.0,245.0,7.0,2.0,100,100.0
อำเภอฝาง/ตำบลแม่งอน/หน่วยเลือกตั้งที่ 17/ส.ส. 5-18 (บช) แม่งอน หน่วยเลือกตั้ง ที่ 17.pdf,บัญชีรายชื่อ,True,17,17,,17,numeric_only,15.0,15,,,numeric_only,ตำบลแม่งอน,อำเภอฝาง,376.0,288.0,249.0,24.0,15.0,100,100.0
อำเภอฝาง/ตำบลแม่งอน/หน่วยเลือกตั้งที่ 17/ส.ส.5-18 (แม่งอน หน่วยที่ 17).pdf,แบ่งเขต,False,17,17,,17,numeric_only,15.0,15,,,numeric_only,ตำบลแม่งอน,อำเภอฝาง,376.0,288.0,260.0,13.0,15.0,100,100.0
อำเภอฝาง/ตำบลแม่งอน/หน่วยเลือกตั้งที่ 14/ส.ส. 5-18 (บช) แม่งอน หน่วยเลือกตั้ง ที่ 14.pdf,บัญชีรายชื่อ,True,14,14,,14,numeric_only,12.0,12,,,numeric_only,ตำบลแม่งอน,อำเภอฝาง,785.0,332.0,302.0,22.0,8.0,100,100.0
อำเภอฝาง/ตำบลแม่งอน/หน่วยเลือกตั้งที่ 14/ส.ส.5-18 (แม่งอน หน่วยที่ 14).pdf,แบ่งเขต,False,14,14,,14,numeric_only,12.0,12,,,numeric_only,ตำบลแม่งอน,อำเภอฝาง,785.0,332.0,302.0,22.0,8.0,100,100.0
อำเภอฝาง/ตำบลแม่งอน/หน่วยเลือกตั้งที่ 15/ส.ส. 5-18 (บช) แม่งอน หน่วยเลือกตั้ง ที่ 15.pdf,บัญชีรายชื่อ,True,15,15,,15,numeric_only,12.0,12,,,numeric_only,ตำบลแม่งอน,อำเภอฝาง,303.0,245.0,229.0,9.0,7.0,100,100.0
อำเภอฝาง/ตำบลแม่งอน/หน่วยเลือกตั้งที่ 15/ส.ส.5-18 (แม่งอน หน่วยที่ 15).pdf,แบ่งเขต,False,15,15,,15,numeric_only,,,,,missing,ตำบลแม่งอน,อำเภอฝาง,,,,,,100,100.0
อำเภอฝาง/ตำบลแม่งอน/หน่วยเลือกตั้งที่ 16/ส.ส. 5-18 (บช) แม่งอน หน่วยเลือกตั้ง ที่ 16.pdf,บัญชีรายชื่อ,True,12,12,,16,numeric_only,14.0,14,,,numeric_only,ตำบลแม่งอน,อำเภอฝาง,322.0,261.0,236.0,10.0,15.0,100,100.0
อำเภอฝาง/ตำบลแม่งอน/หน่วยเลือกตั้งที่ 16/ส.ส.5-18 (แม่งอน หน่วยที่ 16).pdf,แบ่งเขต,False,16,16,,16,numeric_only,14.0,14,,,numeric_only,ตำบลแม่งอน,อำเภอฝาง,322.0,261.0,245.0,4.0,12.0,100,100.0
อำเภอฝาง/ตำบลแม่งอน/หน่วยเลือกตั้งที่ 13/ส.ส. 5-18 (บช) แม่งอน หน่วยเลือกตั้ง ที่ 13.pdf,บัญชีรายชื่อ,True,13,13,,13,numeric_only,11.0,11,,,numeric_only,ตำบลแม่งอน,อำเภอฝาง,390.0,326.0,295.0,15.0,16.0,100,100.0
อำเภอฝาง/ตำบลแม่งอน/หน่วยเลือกตั้งที่ 13/ส.ส.5-18 (แม่งอน หน่วยที่ 13).pdf,แบ่งเขต,False,13,13,,13,numeric_only,11.0,11,,,numeric_only,ตำบลแม่งอน,อำเภอฝาง,390.0,326.0,314.0,3.0,9.0,100,100.0
อำเภอฝาง/ตำบลแม่งอน/หน่วยเลือกตั้งที่ 12/ส.ส. 5-18 (บช) แม่งอน หน่วยเลือกตั้ง ที่ 12.pdf,บัญชีรายชื่อ,True,12,12,,12,numeric_only,,,,,missing,ตำบลแม่งอน,อำเภอฝาง,,,,,,100,100.0
อำเภอฝาง/ตำบลแม่งอน/หน่วยเลือกตั้งที่ 12/ส.ส.5-18 (แม่งอน หน่วยที่ 12).pdf,แบ่งเขต,False,12,12,,12,numeric_only,10.0,10,,,numeric_only,ตำบลแม่งอน,อำเภอฝาง,406.0,329.0,312.0,11.0,6.0,100,100.0
อำเภอฝาง/ตำบลแม่งอน/หน่วยเลือกตั้งที่ 10/ส.ส. 5-18 (บช) แม่งอน หน่วยเลือกตั้ง ที่ 10.pdf,บัญชีรายชื่อ,True,10,10,,10,numeric_only,8.0,8,,,numeric_only,ตำบลแม่งอน,อำเภอฝาง,533.0,409.0,374.0,23.0,12.0,100,100.0
อำเภอฝาง/ตำบลแม่งอน/หน่วยเลือกตั้งที่ 10/ส.ส.5-18 (แม่งอน หน่วยที่ 10).pdf,แบ่งเขต,False,10,10,,10,numeric_only,8.0,8,,,numeric_only,ตำบลแม่งอน,อำเภอฝาง,533.0,409.0,379.0,15.0,15.0,100,100.0
อำเภอฝาง/ตำบลแม่งอน/หน่วยเลือกตั้งที่ 11/ส.ส. 5-18 (บช) แม่งอน หน่วยเลือกตั้ง ที่ 11.pdf,บัญชีรายชื่อ,True,11,11,,11,numeric_only,9.0,9,,,numeric_only,ตำบลแม่งอน,อำเภอฝาง,661.0,218.0,210.0,5.0,3.0,100,100.0
อำเภอฝาง/ตำบลแม่งอน/หน่วยเลือกตั้งที่ 11/ส.ส.5-18 (แม่งอน หน่วยที่ 11).pdf,แบ่งเขต,False,11,11,,11,numeric_only,9.0,9,,,numeric_only,ตำบลแม่งอน,อำเภอฝาง,661.0,218.0,211.0,4.0,3.0,100,100.0
อำเภอฝาง/ตำบลแม่งอน/หน่วยเลือกตั้งที่ 1/ส.ส. 5-18 (บช) แม่งอน หน่วยเลือกตั้ง ที่ 1.pdf,บัญชีรายชื่อ,True,1,1,,1,numeric_only,1.0,1,,,numeric_only,ตำบลแม่งอน,อำเภอฝาง,375.0,269.0,239.0,22.0,8.0,100,100.0
อำเภอฝาง/ตำบลแม่งอน/หน่วยเลือกตั้งที่ 1/ส.ส.5-18 (แม่งอน หน่วยที่ 1).pdf,แบ่งเขต,False,1,1,,1,numeric_only,1.0,1,,,numeric_only,ตำบลแม่งอน,อำเภอฝาง,375.0,269.0,243.0,11.0,10.0,100,100.0
อำเภอฝาง/ทต.เวียงฝาง/หน่วยเลือกตั้งที่ 8/สส. 5ทับ18.pdf,แบ่งเขต,False,8,8,,8,numeric_only,5.0,5,,,numeric_only,ทต.เวียงฝาง,ทต.เวียงฝาง,509.0,308.0,281.0,8.0,19.0,100,42.10526315789473
อำเภอฝาง/ทต.เวียงฝาง/หน่วยเลือกตั้งที่ 8/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,8,8,,8,numeric_only,5.0,5,,,numeric_only,ทต.เวียงฝาง,ทต.เวียงฝาง,509.0,308.0,284.0,13.0,11.0,100,42.10526315789473
อำเภอฝาง/ทต.เวียงฝาง/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18.pdf,แบ่งเขต,False,7,7,,7,numeric_only,5.0,5,,,numeric_only,ทต.เวียงฝาง,ทต.เวียงฝาง,514.0,339.0,315.0,9.0,15.0,100,42.10526315789473
อำเภอฝาง/ทต.เวียงฝาง/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,7,7,,7,numeric_only,5.0,5,,,numeric_only,ทต.เวียงฝาง,ทต.เวียงฝาง,514.0,339.0,298.0,22.0,19.0,100,42.10526315789473
อำเภอฝาง/ทต.เวียงฝาง/หน่วยเลือกตั้งที่ 9/สส. 5ทับ18.pdf,แบ่งเขต,False,9,9,,9,numeric_only,9.0,9,,,numeric_only,ทต.เวียงฝาง,ทต.เวียงฝาง,613.0,452.0,423.0,14.0,15.0,100,42.10526315789473
อำเภอฝาง/ทต.เวียงฝาง/หน่วยเลือกตั้งที่ 9/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,1,1,,9,numeric_only,1.0,1,,,numeric_only,ทต.เวียงฝาง,ทต.เวียงฝาง,613.0,452.0,398.0,29.0,25.0,100,42.10526315789473
อำเภอฝาง/ทต.เวียงฝาง/หน่วยเลือกตั้งที่ 5/สส. 5ทับ18.pdf,แบ่งเขต,False,5,5,,5,numeric_only,4.0,4,,,numeric_only,ทต.เวียงฝาง,ทต.เวียงฝาง,447.0,288.0,263.0,5.0,20.0,100,42.10526315789473
อำเภอฝาง/ทต.เวียงฝาง/หน่วยเลือกตั้งที่ 5/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,5,5,,5,numeric_only,4.0,4,,,numeric_only,ทต.เวียงฝาง,ทต.เวียงฝาง,447.0,447.0,258.0,13.0,17.0,100,42.10526315789473
อำเภอฝาง/ทต.เวียงฝาง/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18.pdf,แบ่งเขต,False,4,4,,4,numeric_only,3.0,3,,,numeric_only,ทต.เวียงฝาง,ทต.เวียงฝาง,443.0,298.0,250.0,9.0,19.0,100,42.10526315789473
อำเภอฝาง/ทต.เวียงฝาง/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,4,4,,4,numeric_only,3.0,3,,,numeric_only,ทต.เวียงฝาง,ทต.เวียงฝาง,443.0,298.0,274.0,9.0,15.0,100,42.10526315789473
อำเภอฝาง/ทต.เวียงฝาง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18.pdf,แบ่งเขต,False,2,2,,2,numeric_only,2.0,2,,,numeric_only,ทต.เวียงฝาง,ทต.เวียงฝาง,639.0,450.0,426.0,8.0,16.0,100,42.10526315789473
อำเภอฝาง/ทต.เวียงฝาง/หน่วยเลือกตั้งที่ 2/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,2,2,,2,numeric_only,2.0,2,,,numeric_only,ทต.เวียงฝาง,ทต.เวียงฝาง,639.0,450.0,426.0,24.0,14.0,100,42.10526315789473
อำเภอฝาง/ทต.เวียงฝาง/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18.pdf,แบ่งเขต,False,6,6,,6,numeric_only,4.0,4,,,numeric_only,ทต.เวียงฝาง,ทต.เวียงฝาง,494.0,283.0,264.0,7.0,12.0,100,42.10526315789473
อำเภอฝาง/ทต.เวียงฝาง/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,6,6,,6,numeric_only,4.0,4,,,numeric_only,ทต.เวียงฝาง,ทต.เวียงฝาง,134.0,283.0,262.0,11.0,10.0,100,42.10526315789473
อำเภอฝาง/ทต.เวียงฝาง/หน่วยเลือกตั้งที่ 3/สส. 5ทับ18.pdf,แบ่งเขต,False,3,3,,3,numeric_only,3.0,3,,,numeric_only,ทต.เวียงฝาง,ทต.เวียงฝาง,888.0,488.0,473.0,6.0,3.0,100,42.10526315789473
อำเภอฝาง/ทต.เวียงฝาง/หน่วยเลือกตั้งที่ 3/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,33,33,,3,numeric_only,3.0,3,,,numeric_only,ทต.เวียงฝาง,ทต.เวียงฝาง,555.0,253.0,243.0,5.0,3.0,100,42.10526315789473
อำเภอฝาง/ทต.เวียงฝาง/หน่วยเลือกตั้งที่ 1/สส. 5ทับ18.pdf,แบ่งเขต,False,1,1,,1,numeric_only,2.0,2,,,numeric_only,ทต.เวียงฝาง,ทต.เวียงฝาง,645.0,433.0,401.0,13.0,19.0,100,42.10526315789473
อำเภอฝาง/ทต.เวียงฝาง/หน่วยเลือกตั้งที่ 1/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,1,1,,1,numeric_only,2.0,2,,,numeric_only,ทต.เวียงฝาง,ทต.เวียงฝาง,645.0,433.0,349.0,29.0,15.0,100,42.10526315789473
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 8/สส. 5ทับ18.pdf,แบ่งเขต,False,9,9,,8,numeric_only,7.0,7,,,numeric_only,ตำบลแม่คะ,อำเภอฝาง,579.0,448.0,421.0,17.0,10.0,100,100.0
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 8/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,1,1,,8,numeric_only,7.0,7,,,numeric_only,ตำบลแม่คะ,อำเภอฝาง,578.0,448.0,406.0,29.0,13.0,100,100.0
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 9/สส. 5ทับ18.pdf,แบ่งเขต,False,8,8,,9,numeric_only,1.0,1,,,numeric_only,ตำบลแม่คะ,อำเภอฝาง,211.0,164.0,157.0,0.0,7.0,100,100.0
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 9/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,4,4,,9,numeric_only,7.0,7,,,numeric_only,ตำบลแม่คะ,อำเภอฝาง,211.0,164.0,146.0,10.0,8.0,100,100.0
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18.pdf,แบ่งเขต,False,7,7,,7,numeric_only,6.0,6,,,numeric_only,ตำบลแม่คะ,อำเภอฝาง,567.0,326.0,275.0,48.0,3.0,100,100.0
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 7/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,7,7,,7,numeric_only,6.0,6,,,numeric_only,ตำบลแม่คะ,อำเภอฝาง,567.0,326.0,296.0,30.0,1.0,100,100.0
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18.pdf,แบ่งเขต,False,4,4,,4,numeric_only,4.0,4,,,numeric_only,ตำบลแม่คะ,อำเภอฝาง,519.0,343.0,318.0,18.0,7.0,100,100.0
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 4/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,4,4,,4,numeric_only,4.0,4,,,numeric_only,ตำบลแม่คะ,อำเภอฝาง,519.0,343.0,321.0,17.0,5.0,100,100.0
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18.pdf,แบ่งเขต,False,6,6,,6,numeric_only,6.0,6,,,numeric_only,ตำบลแม่คะ,อำเภอฝาง,542.0,433.0,425.0,3.0,5.0,100,100.0
อำเภอฝาง/ตำบลแม่คะ/หน่วยเลือกตั้งที่ 6/สส. 5ทับ18 (บช).pdf,บัญชีรายชื่อ,True,6,6,,6,numeric_only,8.0,8,,,numeric_only,ตำบลแม่คะ,อำเภอฝาง,502.0,253.0,233.0,20.0,,100,100.0
