source_pdf,หน่วยเลือกตั้งที่,หมู่ที่,ตำบล/แขวง/เทศบาล,อำเภอ/เขต,จำนวนผู้มีสิทธิ,จำนวนผู้มาใช้สิทธิ์,บัตรดี,บัตรเสีย,บัตรไม่เลือกผู้ใด,หมายเลขผู้สมัคร,ชื่อผู้สมัคร,สังกัดพรรคการเมือง,จำนวนคะแนนที่ได้,จำนวนคะแนนที่ได้(ตัวเลขดิบ),จำนวนที่ได้(ตัวอักษร),จำนวนคะแนนที่ได้_decision
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 11/สส. 5ทับ18.pdf,11,10.0,ตำบลแม่อาย,ทต.แม่อาย,378.0,234.0,219.0,7.0,8.0,6.0,นายนิกร วุฒินันชัย,เพื่อไทย,25.0,25,ยี่สิบห้า,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 11/สส. 5ทับ18.pdf,11,10.0,ตำบลแม่อาย,ทต.แม่อาย,378.0,234.0,219.0,7.0,8.0,7.0,นายไกร ดาบธรรม,พลังประชารัฐ,44.0,44,สี่สิบสี่,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 11/สส. 5ทับ18.pdf,11,10.0,ตำบลแม่อาย,ทต.แม่อาย,378.0,234.0,219.0,7.0,8.0,8.0,นายพิสิณฑ์ อุปนันท์,เศรษฐกิจ,4.0,4,สี่,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 11/สส. 5ทับ18.pdf,11,10.0,ตำบลแม่อาย,ทต.แม่อาย,378.0,234.0,219.0,7.0,8.0,9.0,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,3.0,3,สาม,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 1/สส. 5ทับ18.pdf,1,1.0,ตำบลแม่อาย,ทต.แม่อาย,573.0,409.0,377.0,18.0,14.0,1.0,นายอดุลย์ บุญใส,ภูมิใจไทย,3.0,3,สาม,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 1/สส. 5ทับ18.pdf,1,1.0,ตำบลแม่อาย,ทต.แม่อาย,573.0,409.0,377.0,18.0,14.0,2.0,นายสมดุลย์ อุดเจริญ,ประชาชน,78.0,78,เจ็ดสิบแปด,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 1/สส. 5ทับ18.pdf,1,1.0,ตำบลแม่อาย,ทต.แม่อาย,573.0,409.0,377.0,18.0,14.0,3.0,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,1.0,1,หนึ่ง,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 1/สส. 5ทับ18.pdf,1,1.0,ตำบลแม่อาย,ทต.แม่อาย,573.0,409.0,377.0,18.0,14.0,4.0,นายสันติ ตันสุขหัช,ก้าวอิสระ,1.0,1,หนึ่ง,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 1/สส. 5ทับ18.pdf,1,1.0,ตำบลแม่อาย,ทต.แม่อาย,573.0,409.0,377.0,18.0,14.0,5.0,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,102.0,102,หนึ่งร้อยสอง,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 1/สส. 5ทับ18.pdf,1,1.0,ตำบลแม่อาย,ทต.แม่อาย,573.0,409.0,377.0,18.0,14.0,6.0,นายนิกร วุฒินันชัย,เพื่อไทย,70.0,70,เจ็ดสิบ,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 1/สส. 5ทับ18.pdf,1,1.0,ตำบลแม่อาย,ทต.แม่อาย,573.0,409.0,377.0,18.0,14.0,7.0,นายไกร ดาบธรรม,พลังประชารัฐ,112.0,112,หนึ่งร้อยสิบสอง,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 1/สส. 5ทับ18.pdf,1,1.0,ตำบลแม่อาย,ทต.แม่อาย,573.0,409.0,377.0,18.0,14.0,8.0,นายพิสิณห์ อุปนันท์,เศรษฐกิจ,2.0,2,สอง,numeric_text_agree
ทต.แม่อาย/ตำบลแม่อาย/หน่วยเลือกตั้งที่ 1/สส. 5ทับ18.pdf,1,1.0,ตำบลแม่อาย,ทต.แม่อาย,573.0,409.0,377.0,18.0,14.0,9.0,นายชาญวิทยายุทธ อินทร์แก้ว,ประชากรไทย,8.0,8,แปด,numeric_text_agree
ทต.แม่อาย/ตำบลมะลิกา/หน่วยเลือกตั้งที่ 20/สส. 5ทับ18.pdf,20,9.0,ตำบลมะลิกา,ทต.แม่อาย,235.0,183.0,170.0,11.0,2.0,1.0,นายอดุลย์ บุญใส,ภูมิใจไทย,3.0,3,สาม,numeric_text_agree
ทต.แม่อาย/ตำบลมะลิกา/หน่วยเลือกตั้งที่ 20/สส. 5ทับ18.pdf,20,9.0,ตำบลมะลิกา,ทต.แม่อาย,235.0,183.0,170.0,11.0,2.0,2.0,นายสมดุลย์ อุดเจริญ,ประชาชน,21.0,21,ยี่สิบเอ็ด,numeric_text_agree
ทต.แม่อาย/ตำบลมะลิกา/หน่วยเลือกตั้งที่ 20/สส. 5ทับ18.pdf,20,9.0,ตำบลมะลิกา,ทต.แม่อาย,235.0,183.0,170.0,11.0,2.0,3.0,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,1.0,1,หนึ่ง,numeric_text_agree
ทต.แม่อาย/ตำบลมะลิกา/หน่วยเลือกตั้งที่ 20/สส. 5ทับ18.pdf,20,9.0,ตำบลมะลิกา,ทต.แม่อาย,235.0,183.0,170.0,11.0,2.0,4.0,นายสันติ ตันสุขี,ก้าวอิสระ,1.0,1,หนึ่ง,numeric_text_agree
ทต.แม่อาย/ตำบลมะลิกา/หน่วยเลือกตั้งที่ 20/สส. 5ทับ18.pdf,20,9.0,ตำบลมะลิกา,ทต.แม่อาย,235.0,183.0,170.0,11.0,2.0,5.0,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,104.0,104,หนึ่งร้อยสี่,numeric_text_agree
ทต.แม่อาย/ตำบลมะลิกา/หน่วยเลือกตั้งที่ 20/สส. 5ทับ18.pdf,20,9.0,ตำบลมะลิกา,ทต.แม่อาย,235.0,183.0,170.0,11.0,2.0,6.0,นายนิกร วุฒินันชัย,เพื่อไทย,16.0,16,สิบหก,numeric_text_agree
ทต.แม่อาย/ตำบลมะลิกา/หน่วยเลือกตั้งที่ 20/สส. 5ทับ18.pdf,20,9.0,ตำบลมะลิกา,ทต.แม่อาย,235.0,183.0,170.0,11.0,2.0,7.0,นายไกร ดาบธรรม,พลังประชารัฐ,22.0,22,ยี่สิบสอง,numeric_text_agree
ทต.แม่อาย/ตำบลมะลิกา/หน่วยเลือกตั้งที่ 20/สส. 5ทับ18.pdf,20,9.0,ตำบลมะลิกา,ทต.แม่อาย,235.0,183.0,170.0,11.0,2.0,8.0,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,1.0,1,หนึ่ง,numeric_text_agree
ทต.แม่อาย/ตำบลมะลิกา/หน่วยเลือกตั้งที่ 20/สส. 5ทับ18.pdf,20,9.0,ตำบลมะลิกา,ทต.แม่อาย,235.0,183.0,170.0,11.0,2.0,9.0,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,1.0,1,หนึ่ง,numeric_text_agree
ทต.แม่อาย/ตำบลมะลิกา/หน่วยเลือกตั้งที่ 19/สส. 5ทับ18.pdf,19,8.0,ตำบลมะลิกา,ทต.แม่อาย,454.0,295.0,279.0,7.0,9.0,1.0,นายอดุลย์ บุญใส,ภูมิใจไทย,1.0,1,หนึ่ง,numeric_text_agree
ทต.แม่อาย/ตำบลมะลิกา/หน่วยเลือกตั้งที่ 19/สส. 5ทับ18.pdf,19,8.0,ตำบลมะลิกา,ทต.แม่อาย,454.0,295.0,279.0,7.0,9.0,2.0,นายสมดุลย์ อุดเจริญ,ประชาชน,37.0,37,สามสิบเจ็ด,numeric_text_agree
ทต.แม่อาย/ตำบลมะลิกา/หน่วยเลือกตั้งที่ 19/สส. 5ทับ18.pdf,19,8.0,ตำบลมะลิกา,ทต.แม่อาย,454.0,295.0,279.0,7.0,9.0,3.0,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลมะลิกา/หน่วยเลือกตั้งที่ 19/สส. 5ทับ18.pdf,19,8.0,ตำบลมะลิกา,ทต.แม่อาย,454.0,295.0,279.0,7.0,9.0,4.0,นายสันติ ตันสุขชัย,ก้าวอิสระ,1.0,1,หนึ่ง,numeric_text_agree
ทต.แม่อาย/ตำบลมะลิกา/หน่วยเลือกตั้งที่ 19/สส. 5ทับ18.pdf,19,8.0,ตำบลมะลิกา,ทต.แม่อาย,454.0,295.0,279.0,7.0,9.0,5.0,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,82.0,82,แปดสิบสอง,numeric_text_agree
ทต.แม่อาย/ตำบลมะลิกา/หน่วยเลือกตั้งที่ 19/สส. 5ทับ18.pdf,19,8.0,ตำบลมะลิกา,ทต.แม่อาย,454.0,295.0,279.0,7.0,9.0,6.0,นายนิธิกร วุฒินันชัย,เพื่อไทย,21.0,21,ยี่สิบเอ็ด,numeric_text_agree
ทต.แม่อาย/ตำบลมะลิกา/หน่วยเลือกตั้งที่ 19/สส. 5ทับ18.pdf,19,8.0,ตำบลมะลิกา,ทต.แม่อาย,454.0,295.0,279.0,7.0,9.0,7.0,นายไกร ดาบธรรม,พลังประชารัฐ,135.0,135,หนึ่งร้อยสามสิบห้า,numeric_text_agree
ทต.แม่อาย/ตำบลมะลิกา/หน่วยเลือกตั้งที่ 19/สส. 5ทับ18.pdf,19,8.0,ตำบลมะลิกา,ทต.แม่อาย,454.0,295.0,279.0,7.0,9.0,8.0,นายพิสิษฐ์ อุปนันท์,เศรษฐกิจ,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลมะลิกา/หน่วยเลือกตั้งที่ 19/สส. 5ทับ18.pdf,19,8.0,ตำบลมะลิกา,ทต.แม่อาย,454.0,295.0,279.0,7.0,9.0,9.0,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,2.0,2,สอง,numeric_text_agree
ทต.แม่อาย/ตำบลมะลิกา/หน่วยเลือกตั้งที่ 21/สส. 5ทับ18.pdf,21,10.0,ตำบลมะลิกา,ทต.แม่อาย,283.0,184.0,171.0,7.0,6.0,1.0,นายอดุลย์ บุญใส,ภูมิใจไทย,0.0,0,ศูนย์,numeric_only
ทต.แม่อาย/ตำบลมะลิกา/หน่วยเลือกตั้งที่ 21/สส. 5ทับ18.pdf,21,10.0,ตำบลมะลิกา,ทต.แม่อาย,283.0,184.0,171.0,7.0,6.0,2.0,นายสมดุลย์ อุตเจริญ,ประชาชน,29.0,29,ยี่สิบเก้าคะแนน,numeric_text_agree
ทต.แม่อาย/ตำบลมะลิกา/หน่วยเลือกตั้งที่ 21/สส. 5ทับ18.pdf,21,10.0,ตำบลมะลิกา,ทต.แม่อาย,283.0,184.0,171.0,7.0,6.0,3.0,นายเกรียงกมล ศรีมา,ประชาธิปัตย์,1.0,1,หนึ่งคะแนน,numeric_text_agree
ทต.แม่อาย/ตำบลมะลิกา/หน่วยเลือกตั้งที่ 21/สส. 5ทับ18.pdf,21,10.0,ตำบลมะลิกา,ทต.แม่อาย,283.0,184.0,171.0,7.0,6.0,4.0,นายสันติ ตันสุขขี,ก้าวอิสระ,2.0,2,สองคะแนน,numeric_text_agree
ทต.แม่อาย/ตำบลมะลิกา/หน่วยเลือกตั้งที่ 21/สส. 5ทับ18.pdf,21,10.0,ตำบลมะลิกา,ทต.แม่อาย,283.0,184.0,171.0,7.0,6.0,5.0,นายการุณย์ คูเจริญชัยกุล,กล้าธรรม,84.0,84,แปดสิบสี่คะแนน,numeric_text_agree
ทต.แม่อาย/ตำบลมะลิกา/หน่วยเลือกตั้งที่ 21/สส. 5ทับ18.pdf,21,10.0,ตำบลมะลิกา,ทต.แม่อาย,283.0,184.0,171.0,7.0,6.0,6.0,นายนิธิกร วุฒินันชัย,เพื่อไทย,10.0,10,สิบคะแนน,numeric_text_agree
ทต.แม่อาย/ตำบลมะลิกา/หน่วยเลือกตั้งที่ 21/สส. 5ทับ18.pdf,21,10.0,ตำบลมะลิกา,ทต.แม่อาย,283.0,184.0,171.0,7.0,6.0,7.0,นายไกร ดาบธรรม,พลังประชารัฐ,43.0,43,สี่สิบสามคะแนน,numeric_text_agree
ทต.แม่อาย/ตำบลมะลิกา/หน่วยเลือกตั้งที่ 21/สส. 5ทับ18.pdf,21,10.0,ตำบลมะลิกา,ทต.แม่อาย,283.0,184.0,171.0,7.0,6.0,8.0,นายพิสัณห์ อุปนันท์,เศรษฐกิจ,1.0,1,หนึ่งคะแนน,numeric_text_agree
ทต.แม่อาย/ตำบลมะลิกา/หน่วยเลือกตั้งที่ 21/สส. 5ทับ18.pdf,21,10.0,ตำบลมะลิกา,ทต.แม่อาย,283.0,184.0,171.0,7.0,6.0,9.0,นายชาญวิทยายุทธ์ อินทร์แก้ว,ประชากรไทย,1.0,1,หนึ่งคะแนน,numeric_text_agree
